character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
敲,"亠, 口, 冂, ⺊, 又","Strike, beat, pound, hammer, rap",qiāo,"敲
├── 高
└── 攴",⿰⿳亠口⿵冂口⿱⺊又,① hand striking 攴 high 高,,,,1953,xao," 1. Ðập, gõ. Như xao môn 敲門 gõ cửa. Giả Ðảo có câu thơ rằng Tăng xao nguyệt hạ môn 僧敲月下門. Trước Giả Ðảo định dùng chữ thôi 推, đến khi hỏi ông Hàn Dũ bảo nên dùng chữ xao 敲 thì hơn. Nay ta nói làm việc gì phải châm chước, sự lý cho kỹ là thôi xao 推敲 là vì cớ ấy.<br>"
渔,"氵, 𠂊, 田, 一","To fish, seize, pursue",yú,"渔
├── 氵
└── 鱼",⿰氵⿳𠂊田一,① fish 魚 hauled out of the water 氵; fish 魚 pursuing each other in the water 氵,,,,1954,ngư," 1. Bắt cá, đánh cá. <br>2. Lấy bừa. <br>3. Ngư lợi 漁利 lừa gạt lấy lời.<br>"
纠,"纟, 丩","Investigate, inspect, entangle, involve",jiū,"纠
├── 纟
└── 丩
    ├── 丨
    └── ㇙",⿰纟丩,① rs. entangle 丩 with a string 糸,,,,1955,củ|kiểu," 1. Dây chặp ba lần, vì thế cái gì do mọi cái kết hợp lại mà thành đều gọi là củ. Như củ chúng 糾眾 nhóm họp mọi người. <br>2. Ðốc trách. Như củ sát 糾察 coi xét. Phàm kiểu chính lại sự lầm lỗi cũng đều gọi là củ. Như thằng khiên củ mậu 繩愆糾謬 kiểu chính chỗ lầm lạc, vì thế hặc bẻ lỗi người cũng gọi là củ cử 糾舉. <br>3. Thu lại, họp lại. <br>4. Vội, gấp. <br>5. Một âm là kiểu. Yểu kiểu 窈糾 tả cái vẻ thư thái.<br>"
庞,"广, 龙","huge, enormous, tremendous, surname Pang","páng, Páng","庞
├── 广
└── 龙",⿸广龙,,,,,1956,bàng|lung, 1. Họ Bàng. <br>2. Rối beng. <br>3. Nhà cao. <br>4. Hậu hĩ. <br>5. Một âm là lung. Ðầy đặn. Mặt mũi đầy đặn gọi là thiểm lung 臉龐.<br>
恕,"女, 口, 心","Forgive, excuse, show mercy",shù,"恕
├── 如
│   ├── 女
│   └── 口
└── 心",⿱⿰女口心,① women saying things 如 so the heart 心 forgives things,,,,1957,thứ," 1. Thứ, suy bụng ta ra bụng người, mình không muốn đừng bắt người phải chịu gọi là thứ. Luận ngữ 論語. Tử Cống vấn viết. Hữu nhất ngôn nhi khả dĩ chung thân hành chi giả hồ ? Tử viết. Kỳ thứ hồ ! Kỷ sở bất dục, vật thi ư nhân 子貢問曰：有一言而可以終身行之者乎？子曰：其恕乎！己所不欲，勿施於人 (Vệ Linh Công 衛靈公) Ông Tử Cống hỏi rằng. Có một chữ nào mà có thể trọn đời mình làm theo chăng ? Đức Khổng Tử đáp. Có lẽ là chữ thứ chăng ? Cái gì mà mình không muốn thì đừng làm cho người khác. <br>2. Tha thứ, người ta có lỗi, mình rộng lượng tha cho gọi là thứ. Như khoan thứ 寬恕 rộng lòng tha cho.<br>"
暖,"日, 爫, 一, 丿, 又","Warm, genial",nuǎn,"暖
├── 日
└── 爰
    ├── 爫
    └── 38336
        ├── 干
        └── 又",⿰日⿳爫一⿸⿻丿一又,① the sun 日 leads 爰 us to warmth,,,,1958,noãn, 1. Ám áp. <br>2. Ấp cho nóng ấm.<br>
澳,"氵, 丿, 冂, 米, 大","deep bay, cove, harbor, abbr. for Macao 澳門|澳门, abbr. for Australia 澳大利亞|澳大利亚","ào, Ào","澳
├── 氵
└── 奥
    ├── 37258
    │   ├── 宀
    │   └── 米
    └── 大",⿰氵⿱⿵⿱丿冂米大,,,,,1959,úc|áo," 1. Chỗ nước uốn quanh. <br>2. Một âm là áo. Phàm ven bể chỗ nào có thể đỗ thuyền bè được đều gọi là áo. <br>3. Châu Áo, gọi tắt tên châu Áo Ðại Lợi Á 澳大利亞 (Australia). <br>4. Xứ Áo-môn 澳門, cũng gọi tắt là Áo.<br>"
恒,"忄, 一, 日","Constant, regular, persistent","héng, Héng","恒
├── 忄
└── 亘
    ├── 一
    └── 旦
        ├── 日
        └── 一",⿰忄⿱一⿱日一,① mind 忄 extending 亙/亘 across time in constant pondering about the truth of life,,,,1960,hằng|cắng|căng," 1. Thường, lâu, bền. Như hằng sản 恒產 của thường. Như ruộng vườn. <br>2. Một âm là cắng. Mặt trăng vào tuần thượng huyền. Tuần trăng đầu tháng hình như cái cung dương gần căng gọi là cắng. <br>3. Khắp, tục quen đọc là chữ căng. <br>4. Tục dùng như chữ hằng 恆<br>"
逻,"辶, 罒, 夕",patrol,luó,"逻
├── 辶
└── 罗
    ├── 罒
    └── 夕",⿺辶⿱罒夕,,,,,1961,la, 1. Tuần canh. Lính đi tuần canh gọi là la tốt 邏卒. <br>2. Ngăn che. Sắc núi quanh vòng gọi là la.<br>
弓,⼸,"Bow, curved, arched, rad. 57","gōng, Gōng",弓,⼸,①  → 弓,弗 弔 弱 引 弾 張 弦; 湾 窮 弧 強 弘,,,1962,cung," 1. Cái cung. <br>2. Số đo đất, năm thước là một cung, tức là một bộ, 360 bộ là một dặm, 240 bộ vuông là một mẫu, vì thế nên cái thước đo đất gọi là bộ cung 步弓, người đo đất gọi là cung thủ 弓手. <br>3. Cong, vật gì hình cong như cái cung đều gọi là cung. Như cung yêu 弓腰 lưng cong.<br>"
挤,"扌, 文, 丿, 丨","to crowd in, to cram in, to force others aside, to press, to squeeze, to find (time in one's busy schedule)",jǐ,"挤
├── 扌
└── 齐",⿰扌⿱文⿰丿丨,,,,,1963,tễ|tê," 1. Gạt, đẩy. <br>2. Bài tễ 排擠 đè lấn, cũng đọc là chữ tê.<br>"
添,"氵, 一, 大, 㣺","Append, add to, increase",tiān,"添
├── 氵
└── 忝
    ├── 天
    │   ├── 一
    │   └── 大
    └── 㣺",⿰氵⿱⿱一大㣺,① water 氵 weighing heavy 忝: it has been added to to clothes,,,,1964,thiêm," 1. Thêm, thêm lên.<br>"
炼,"火, 𫠣","Smelt, refine, distill, condense",liàn,"炼
├── 火
└── 37276
    ├── 七
    │   ├── 乚
    │   └── 一
    └── 38229
        ├── ㇆
        └── 八",⿰火𫠣,① done with fire 火 from early in the morning 東: smelt or distill; dew condensed on plants in the morning 東,,,,1965,luyện," 1. Nung đúc, rèn đúc, xem chữ luyện 鍊.<br>"
晃,"日, ⺌, 兀","Bright, dazzling, sway, shake","huǎng, huàng","晃
├── 日
└── 光
    ├── ⺌
    └── 兀",⿱日⿱⺌兀,① light 光 of the sun 日: bright and dazzling,,,,1966,#N/A,#N/A
搬,"扌, 舟, 𠘧, 又","Transfer, transport, move, remove, shift",bān,"搬
├── 扌
└── 般
    ├── 舟
    └── 殳",⿰扌⿰舟⿱𠘧又,① carried 般 by hand 扌,,,,1967,bàn|ban," 1. Trừ hết, dọn sạch. <br>2. Một âm là ban. Dời đi, khuân. Như ban di 搬移 dọn dời đi chỗ khác.<br>"
倘,"亻, ⺌, 冂, 口","see 倘佯[chang2 yang2], if, supposing, in case","cháng, tǎng","倘
├── 亻
└── 尚
    ├── 37737
    │   ├── ⺌
    │   └── 冂
    └── 口",⿰亻⿱⺌⿵冂口,,,,,1968,thảng, 1. Ví. Như thảng sử 倘使 ví khiến.<br>
盈,"𠄎, 丿, 又, 皿","full, filled, surplus",yíng,"盈
├── 夃
│   ├── 乃
│   │   ├── ㇎
│   │   └── 丿
│   └── 又
└── 皿",⿱⿵⿹𠄎丿又皿,,,,,1969,doanh," 1. Cái đồ đựng đầy. <br>2. Ðầy đủ, đã đủ số rồi mà lại còn thừa gọi là doanh dư 盈餘. <br>3. Doanh doanh 盈盈 nhởn nhơ, tả cái dáng con gái yêu kiều. <br>4. Nông trờ, nước nông mà trong gọi là doanh doanh 盈盈.<br>"
湘,"氵, 木, 目","abbr. for Hunan 湖南 province in south central China, abbr. for Xiangjiang river in Hunan province",Xiāng,"湘
├── 氵
└── 相
    ├── 木
    └── 目",⿰氵⿰木目,,,,,1970,tương|sương," 1. Sông Tương, ta quen đọc là chữ sương.<br>"
肚,"月, 土","Belly, abdomen, bowels","dǔ, dù","肚
├── 月
└── 土",⿰月土,① part of the body 月 that contains stuff (faeces) that is later dropped on the ground 土,,,,1971,đỗ," 1. Bụng, tấm lòng. Như diện kết khẩu đầu giao, đỗ lý sinh kinh cức 面結口頭交，肚裏生荊棘 chơi lá mặt đầu lưỡi, trong lòng sinh gai góc. <br>2. Dạ dày.<br>"
猪,"犭, 耂, 日","Pig, hog, wild boar",zhū,"猪
├── 犭
└── 者
    ├── 耂
    └── 日",⿰犭⿸耂日,① pig 豕 raised by a man 者 (looks like a dog 犭),,,,1972,trư, 1. Tục dùng như chữ trư 豬.<br>
卑,"白, 丿, 十","Humble, low, inferior, despise",bēi,"卑
├── 55163
│   ├── 甲
│   │   ├── 冂
│   │   └── 37024
│   │       ├── 二
│   │       └── 丨
│   └── 丶
└── 十",⿱⿻白丿十,① rs. a hand 又 that drinks from a turtle shell 甲:  → 卑: low level or inferior action,,,,1973,ti," 1. Thấp. <br>2. Hèn. <br>3. Tiếng nói nhún nhường với người trên. Như ti nhân 卑人 người hèn mọn này, ti chức 卑職 chức hèn mọn này.<br>"
苗,"艹, 田","Sprouts, seedling,young plant","miáo, Miáo","苗
├── 艹
└── 田",⿱艹田,① fresh shoots 艹 on the fields 田, 描 猫,,,1974,miêu," 1 :(Danh) Lúa non, lúa mới cấy chưa ra hoa. ◎Như: hòa miêu 禾 苗 lúa non, mạch miêu 麥 苗 mạch non, đạo miêu 稻 苗 mạ non. <br>2 :(Danh) Mầm. ◎Như: đậu miêu 豆 苗 mầm đậu, thụ miêu 樹 苗 mầm cây, hoa miêu 花 苗 mầm hoa. <br>3 :(Danh) Động vật mới sinh. ◎Như: ngư miêu 魚 苗 cá giống, trư miêu 豬 苗 heo con mới sinh. <br>4 :(Danh) Khoáng sản lộ trên mặt đất. ◎Như: ngọc miêu 玉 苗 , quáng miêu 礦 苗 . <br>5 :(Danh) Nòi giống. ◎Như: miêu duệ 苗 裔 nòi giống, tức chỉ về con cháu vậy. ◇Nguyễn Du 阮 攸. Bách man khê động lưu miêu duệ 百 蠻 谿 峒 留 苗 裔 (Độ Hoài hữu cảm Hoài Âm Hầu 渡 淮 有 感 淮 陰 侯 ) Trong các khe động đất Man còn để lại con cháu (của Hàn Tín). <br>6 :(Danh) Mầm mống. ◎Như: họa miêu 禍 苗 mầm mống tai họa. <br>7 :(Danh) Thuốc chủng ngừa bệnh (vaccin). ◎Như: ngưu đậu miêu 牛 痘 苗 thuốc chủng bệnh đậu mùa, tạp giới miêu 卡 介 苗 thuốc chủng bệnh lao B.C.G. (Danh) Giống Miêu, dân thiểu số ở Quý Châu 貴 州 , Hồ Nam 湖 南 , Vân Nam 雲 南 . <br>8 :(Danh) Lễ sâu mùa hè. <br>9 :(Danh) Họ Miêu.<br>"
泄,"氵, 世","to leak (of water or gas), to drip, to drain, to discharge, to leak out, to divulge (secrets), to give vent (to anger, spite etc), to disperse, to reduce, variant of 泄[xie4]",xiè,"泄
├── 氵
└── 世
    ├── ㇗
    └── 廿",⿰氵世,,,,,1975,tiết|duệ," 1. Tiết lộ ra, phát tiết ra. <br>2. Tạp nhạp. <br>3. Nhờn láo, nhăn nhở. <br>4. Một âm là duệ. Duệ duệ 泄泄 trễ tràng. Như thiên chí phương quệ, vô nhiên duệ duệ 天之方蹶，無然泄泄 (Thi Kinh 詩經) trời đang nhộn nhạo, đừng có trễ tràng thế.<br>"
柴,"止, 匕, 木","firewood, lean (of meat), thin (of a person), surname Chai","chái, Chái","柴
├── 此
│   ├── 止
│   └── 匕
└── 木",⿱⿰止匕木,,,,,1976,sài|tí," 1. Củi. <br>2. Tế sài, lúc tế chất củi lên trên, xong rồi đốt đi gọi là sài. Ken cỏ làm cửa gọi là sài môn 柴門. <br>3. Lấp. <br>4. Giữ. <br>5. Một âm là tí. Chứa, chất đống.<br>"
瑟,"王, 心, 丿","a type of standing harp, smaller than konghou 箜篌, with 5-25 strings",sè,"瑟
├── 玨
│   └── 王
└── 必
    ├── 心
    └── 丿",⿱⿰王王⿻心丿,,,,,1977,sắt, 1. Cái đàn sắt. Thứ đàn có 25 dây. <br>2. Sắt sắt 瑟瑟 tiếng gió san sát.<br>
瓜,⽠,"Melon, gourd, cucumber, rad. 97",guā,瓜,⽠,① fruit hanging at the ranks  → 瓜,,,,1978,qua," 1. Dưa, các thứ dưa có quả đều gọi là qua. <br>2. Qua kì 瓜期 đổi thay chức việc, hẹn người này đến thay người kia gọi là qua kì. <br>3. Con gái đến mười sáu tuổi gọi là phá qua 破瓜, vì chữ qua 瓜 giống hình hai chữ bát 八, tức mười sáu. <br>4. Qua lý 瓜李 nói sự hiềm nghi, xỏ giầy ở ruộng dưa người ta ngờ là hái dưa, đội lại mũ ở dưới cây mận, người ta ngờ là hái mận, dẫu ngay người ta cũng ngờ rằng gian. qua điền bất nạp lý, lý hạ bất chỉnh quan 瓜田不納履，李下不整冠. <br>5. Qua cát 瓜葛 kẻ thân thích. Hai họ không có liên thuộc gì với nhau mà vì các ngành dây dưa với nhau mới nên thân thích gọi là qua cát.<br>"
茂,"艹, 厂, 戈","Thick, lush, dense, talented",mào,"茂
├── 艹
└── 戊
    ├── 厂
    └── 戈",⿱艹⿻厂戈,① grass 艹 so thick one needs a cutting tool 戊 to move through it,,,,1979,mậu," 1. Tốt, cây cỏ tốt tươi. Như trúc bao tùng mậu 竹苞松茂 tùng trúc tốt tươi. <br>2. Sự nghiệp được thịnh vượng cũng gọi là mậu. <br>3. Tốt đẹp. Như mậu tài 茂才 tài giỏi.<br>"
谦,"讠, 丷, 一, ⺺","Humble, modest",qiān,"谦
├── 讠
└── 兼
    ├── 䒑
    │   ├── 丷
    │   └── 一
    └── 37471
        ├── 99948
        │   ├── 10001
        │   │   └── 丨
        │   └── 八
        └── ⺕",⿰讠⿱⿱丷一⿻⺺&CDP-8CB5;,① humble speech 言 from somebody harvesting grain 兼,,,,1980,khiêm|khiệm," 1. Nhún nhường, tự nhún nhường không dám khoe gọi là khiêm. <br>2. Một âm là khiệm. Thỏa thuê.<br>"
迈,"辶, 一, 丿, 𠃌","to take a step, to stride",mài,"迈
├── 辶
└── 万
    ├── 一
    └── 37184
        ├── 丿
        └── ㇆",⿺辶⿱一⿰丿𠃌,,,,,1981,mại, 1. Đi xa. <br>2. Quá hơn. Như đăng tam mại ngũ 登三邁五 hơn cả năm đời Ngũ đế trước. <br>3. Già. Như lão mại 老邁 già cả.<br>
烂,"火, 丷, 二, 一","soft, mushy, well-cooked and soft, to rot, to decompose, rotten, worn out, chaotic, messy, utterly, thoroughly, crappy, bad",làn,"烂
├── 火
└── 兰
    ├── 丷
    └── 三
        ├── 一
        └── 二",⿰火⿱丷⿻二一,,,,,1982,lạn," 1. Nát, chín quá. <br>2. Thối nát. <br>3. Sáng. Như xán lạn 燦爛 rực rỡ. <br>4. Bỏng lửa.<br>"
弯,"亠, 弓","Bend, curve",wān,"弯
├── 亦
│   ├── 亠
│   └── 37456
│       ├── 37476
│       │   ├── 丨
│       │   └── 亅
│       └── 八
└── 弓",⿱⿱亠&CDP-8CB5;弓,① bow 弓 with entwined strings /䜌: completely bent ② wet man 亦 with bow 弓: assassin coming from hiding in the water with bent bow ready to shoot ③ ⓢ a bow 弓 is also 亦 curved,,,,1983,#N/A,#N/A
踏,"口, 止, 水, 日","Step on, trample, tread on, walk","tā, tà","踏
├── ⻊
└── 沓
    ├── 水
    └── 日",⿰⿱口止⿱水日,① walk with feet 𧾷 on things you don't notice because you babble 沓,,,,1984,đạp," 1. Chân sát xuống đất. Làm việc vững chãi không mạo hiểm gọi là cước đạp thực địa 腳踏實地. <br>2. Xéo, lấy chân xéo vào vật gì. <br>3. Bước đi.<br>"
梯,"木, 丷, 弓, 丨, 丿","Ladder, steps, stairs, lean, private",tī,"梯
├── 木
└── 弟
    ├── 丷
    └── 𢎨
        ├── 弔
        │   ├── 弓
        │   └── 丨
        └── ㇒",⿰木⿱丷⿹⿻弓丨丿,① thing in wood 木 your young brother 弟 needs to get to the sweets in the cupboard,,,,1985,#N/A,#N/A
锐,"钅, 丷, 口, 儿",acute,ruì,"锐
├── 钅
└── 兑
    ├── 丷
    └── 兄
        ├── 口
        └── 儿",⿰钅⿱丷⿱口儿,,,,,1986,#N/A,#N/A
赦,"土, 攵","Forgive, remit, pardon",shè,"赦
├── 赤
└── ⺙",⿰⿱土&CDP-8CB5;攵,① rs. action 攵 of sincerity (red head) 赤: pardon ② action 攵 accompanied by a red head 赤,,,,1987,xá," 1. Tha, tha cho kẻ có tội gọi là xá. Như đại xá thiên hạ 大赦天下 cả tha cho thiên hạ. Mỗi khi vua lên ngôi hay có việc mừng lớn của nhà vua thì tha tội cho các tù phạm và thuế má gọi là đại xá thiên hạ.<br>"
茫,"艹, 氵, 丶, ⼖","Vast, boundless, widespread",máng,"茫
├── 艹
└── 汒
    ├── 氵
    └── 亡
        ├── 匸
        └── 丶",⿱艹⿰氵⿱丶⼖,① lost 亡 its terrestrial 艹 and aquatic 氵borders: boundless,,,,1988,mang," 1. Thương mang 滄茫 mênh mông. <br>2. Mang mang 茫茫 man mác. <br>3. Ngây ngô, mờ mịt. Tả cái dáng không biết gì. Như mang nhiên 茫然 mờ mịt vậy.<br>"
讼,"讠, 八, 厶","Accuse, argue, dispute, litigate",sòng,"讼
├── 讠
└── 公
    ├── 八
    └── 厶",⿰讠⿱八厶,① public 公 talk 言: dispute full of accusations,,,,1989,tụng," 1. Kiện tụng, đem nhau lên quan mà tranh biện phải trái gọi là tụng. <br>2. Cãi lẽ, cãi nhau để tranh lấy cái phải cũng gọi là tụng. <br>3. Dâng thơ tuyết oan cho người. <br>4. Trách phạt. <br>5. Khen ngợi.<br>"
拳,"丷, 二, 人, 手","Fist, various forms of boxing",quán,"拳
├── 龹
│   ├── 半
│   │   ├── 37024
│   │   │   ├── 二
│   │   │   └── 丨
│   │   └── 丷
│   └── 八
└── 手",⿱⿱丷⿻二人手,① hand 扌 held together : fists ready to box,,,,1990,quyền," 1. Nắm tay lại. <br>2. Nhỏ bé. Như quyền thạch 拳石 hòn đá con. <br>3. Quyền quyền 拳拳 chăm chăm giữ lấy (khư khư). <br>4. Nghề cuồn, một môn võ đánh bằng chân tay không.<br>"
耀,"⺌, 兀, 𠃌, 冫, 隹","Shine, sparkle, dazzle, glory",yào,"耀
├── 光
│   ├── ⺌
│   └── 兀
└── 翟
    ├── 羽
    └── 隹",⿰⿱⺌兀⿱⿰⿹𠃌冫⿹𠃌冫隹,① magnificent 翟 light 光 is shining and dazzling,,,,1991,diệu," 1. Rọi sáng, sáng soi, sáng ở chỗ này soi tới chỗ kia gọi là diệu. <br>2. Vẻ vang, rực rỡ, cái gì của mình được hưởng mà người khác lấy làm hâm mộ thèm thuồng là diệu.<br>"
衙,"彳, 一, 力, 口, 亅","office, yamen 衙門|衙门, surname Ya","yá, Yá","衙
├── 行
└── 吾
    ├── 五
    │   ├── 一
    │   └── 65460
    │       ├── 力
    │       └── 一
    └── 口",⿲彳⿱⿱一⿱力一口⿱一⿱一亅,,,,,1992,nha," 1. Sở quan, ta gọi là quan nha 官衙 hay là nha môn 衙門 vì ngày xưa trước quân trường đều cắm lá cờ có tua như cái răng lớn, nên gọi là nha môn.<br>"
禅,"礻, 丷, 甲, 一","Zen, meditation, contemplation (dhyana)","chán, shàn","禅
├── 礻
└── 单
    ├── 丷
    └── 37277
        ├── 甲
        │   ├── 冂
        │   └── 37024
        │       ├── 二
        │       └── 丨
        └── 十",⿰礻⿱丷⿻甲一,① single 單/单 individual in front of the altar 礻/示: in complete zen meditation,,,,1993,thiện|thiền," 1. Quét đất mà tế gọi là thiện. Ngày xưa thiên tử đi tuần thú, phong núi Thái Sơn mà tế trời, quét núi nhỏ mà tế núi sông gọi là phong thiện 封禪. <br>2. Thay, trao. Thiên tử truyền ngôi cho người khác gọi là thiện vị 禪位, vì tuổi già mà truyền ngôi cho con gọi là nội thiện 內禪. Trang Tử 莊子. Ðế vương thù thiện, tam đại thù kế 帝王殊禪，三代殊繼 (Thu thủy 秋水) Ðế vương nhường ngôi khác nhau, ba đời nối ngôi khác nhau. <br>3. Một âm là thiền. Lặng nghĩ suy xét. Ðạo Phật lấy thanh tĩnh xét tỏ chân lý làm tôn chỉ nên gọi là thiền. Cũng gọi là thiền na 禪那 (dhyana). Phép tu chuyên chú tâm vào một cảnh gọi là thiền định 禪定, môn tu theo phép thiền định thấy lòng tỏ tính thành Phật gọi là thiền tông 禪宗, lòng say mùi đạo gọi là thiền duyệt 禪悅.<br>"
钻,"钅, ⺊, 口","variant of 鑽|钻[zuan4], to drill, to bore, to get into, to make one's way into, to enter (a hole), to thread one's way through, to study intensively, to dig into, to curry favor for personal gain, an auger, diamond","zuàn, zuān","钻
├── 钅
└── 占
    ├── ⺊
    └── 口",⿰钅⿱⺊口,,,,,1994,toản|toàn," 1. Cái khoan, cái dùi. <br>2. Một âm là toàn. Đâm, dùi, đục. Luận ngữ 論語. Ngưỡng chi di cao, toàn chi di kiên, chiêm chi tại tiên, hốt yên tại hậu 仰之彌高，鑽之彌堅，瞻之在前，忽焉在後 (Tử Hãn 子罕) Ðạo (của Khổng Tử) càng ngửng lên trông càng thấy cao, càng đục càng thấy cứng, mới thấy ở trước mặt, bỗng hiện ở sau lưng. <br>3. Xuyên qua, đi lách qua cũng gọi là toàn. <br>4. Toàn thạch 鑽石 một thứ đá rất quý, rất rắn dùng để chạm khắc ngọc và thủy tinh, nên cũng gọi là kim cương toàn 金剛鑽. <br>5. Xét cùng nghĩa lý, thâm nhập.<br>"
峡,"山, 二, 人, 丷","Gorge, ravine",xiá,"峡
├── 山
└── 夹
    ├── 夫
    │   ├── 人
    │   └── 二
    └── 丷",⿰山⿻⿻二人丷,① wedged 夾/夹 between the mountains 山,,,,1995,hạp|giáp," 1. Chỗ mỏm núi thè vào trong nước gọi là hạp. <br>2. Ðịa hạp 地峽 eo đất, chỗ hai bể thông nhau gọi là hải hạp 海峽. Có nơi đọc là chữ giáp.<br>"
郁,"丿, 一, 月, 阝","Sweet smelling, rich in aroma, adorned, colorfully ornamented, beautiful, cultural progress","yù, Yù","郁
├── 有
│   ├── 𠂇
│   │   └── 十
│   └── 月
└── 阝",⿰⿸⿻丿一月阝,"① what the city 阝 has 有: sweet smells, ornamented houses, beautiful culture",,,,1996,úc," 1. Úc úc 郁郁 rờ rỡ, tả cái vẻ văn chương rạng rỡ. <br>2. Cùng nghĩa với chữ uất 鬱. <br>3. Hơi thơm ngào ngạt gọi là úc liệt 郁烈 hay phân úc 芬郁.<br>"
阙,"门, 丷, 一, 凵, 丨, 欠","used in place of 缺 (old), mistake, Imperial city watchtower (old), fault, deficiency, surname Que","quē, què, Quē","阙
├── 门
└── 欮
    ├── 屰
    │   ├── 䒑
    │   │   ├── 丷
    │   │   └── 一
    │   └── 屮
    └── 欠",⿵门⿰⿱⿱丷一⿻凵丨欠,,,,,1997,khuyết," 1. Cái cổng hai từng. Làm hai cái đai ngoài cửa, trên làm cái lầu, ở giữa bỏ trống để làm lối đi gọi là khuyết, cho nên gọi cửa to là khuyết. Cũng có khi gọi là tượng nguỵ 象魏. Ngày xưa hay làm sở ban bố pháp lệnh ở ngoài cửa cung, cho nên gọi cửa cung là khuyết. Như phục khuyết thướng thư 伏闕上書 sụp ở ngoài cửa cung mà dâng thư. <br>2. Lầm lỗi. Nhà Đường 唐 có đặt ra hai chức quan tả thập di 左拾遺 và hữu bổ khuyết 右補闕 chuyên về việc khuyên can các điều lầm lỗi của vua. <br>3. Còn thiếu, còn trống. Cùng nghĩa với chữ khuyết 缺. Phàm cái gì chưa được hoàn toàn còn phải bù thêm mới đủ thì đều gọi là khuyết. Như khuyết văn 闕文 văn còn thiếu mất, còn sót chưa đủ.<br>"
冤,"冖, 𠂊, 丶","injustice, grievance, wrong, old variant of 冤[yuan1]",yuān,"冤
├── 冖
└── 兔
    ├── 免
    │   ├── ⺈
    │   └── 63569
    │       ├── 中
    │       │   ├── 口
    │       │   └── 丨
    │       └── 乚
    └── 丶",⿱冖⿷⿱𠂊&CDP-8BCB;丶,,,,,1998,oan, 1. Oan khuất. <br>2. Oan thù. Như oan gia 冤家 kẻ cừu thù.<br>
妄,"丶, ⼖, 女","Absurd, foolish, reckless, false",wàng,"妄
├── 亡
│   ├── 匸
│   └── 丶
└── 女",⿱⿱丶⼖女,① state of a woman 女 in the face of death 亡,,,,1999,vọng," 1. Sằng, càn. Như vọng ngữ 妄語 nói sằng, trái lại với chữ chân 真.<br>"
徙,"彳, 止, 龰",(literary) to change one's residence,xǐ,"徙
├── 彳
└── 歨
    ├── 止
    └── 龰
        └── 止",⿰彳⿱止龰,,,,,2000,tỉ, 1. Dời. Dọn nhà đi ở chỗ khác.<br>
虏,"虍, 力","Capture, imprison, seize, prison",lǔ,"虏
├── 虍
└── 力",⿸虍力,① rs. man 男 captured by a tiger 虍 ② strong 力 man 男 capturing a tiger 虍,,,,2001,lỗ," 1. Tù binh. Bắt sống được quân địch gọi là lỗ虜, chém đầu được quân giặc gọi là hoạch 獲. Cũng dùng làm tiếng mắng nhiếc. Như ta nói quân mọi rợ, đồ nô lệ, v.v.<br>"
耗,"耒, 毛","Consume, use up, waste, squander",hào,"耗
├── 耒
└── 毛",⿰耒毛,① ploughing 耒 uses up the fur 毛 one wears as protection,,,,2002,háo|mạo|mao," 1. Hao sút. Như háo phí ngân tiền 耗費銀錢 hao phí tiền bạc. <br>2. Tin tức. Như âm háo 音耗 tăm hơi. <br>3. Một âm là mạo. Ðần độn. <br>4. Lại một âm là mao. Không, hết.<br>"
轨,"车, 九","Track, rut, path",guǐ,"轨
├── 车
└── 九
    ├── 丿
    └── ㇈",⿰车九,"① place with bumping 九 cars 車 ② place where cars 車 sail 凡 by ③ kneeling person 㔾 for cars 車 passing by at the track: race car fan ④ a rack railway track 車 (｜ a sleeper, 二 the rails) with the rack (日)'s teeth nine 九 cm apart",,,,2003,quỹ," 1. Cái vết bánh xe chỗ trục hai bánh xe cách nhau. Ðường sắt xe hỏa, xe điện chạy gọi là thiết quỹ 鐵軌 hay quỹ đạo 軌道. <br>2. Con đường, các sao hành tinh đi xung quanh mặt trời gọi là quỹ đạo 軌道. <br>3. Phép tắc. Không tuân theo phép tắc gọi là bất quỹ 不軌. Kẻ mưu làm loạn gọi là mưu vi bất quỹ 謀為不軌.<br>"
吞,"一, 大, 口","to swallow, to take",tūn,"吞
├── 天
│   ├── 一
│   └── 大
└── 口",⿱⿱一大口,,,,,2004,thôn," 1. Nuốt, ăn không nhai cứ nuốt ngay xuống gọi là thôn. <br>2. Diệt mất. Ðánh lấy đất nước người ta thu làm đất nước mình gọi là tính thôn 并吞. Cũng viết là 併吞.<br>"
淫,"氵, 爫, 丿, 士","excess, excessive, wanton, lewd, lascivious, obscene, depraved, variant of 淫[yin2]",yín,"淫
├── 氵
└── 㸒
    ├── 爫
    └── 壬
        ├── ㇒
        └── 士",⿰氵⿱爫⿱丿士,,,,,2005,dâm," 1. Quá, phàm cái gì quá lắm đều gọi là dâm. Như dâm vũ 淫雨 mưa dầm, dâm hình 淫刑 hình phạt ác quá, v.v. <br>2. Ðộng, mê hoặc. Như phú quý bất năng dâm 富貴不能淫 (Mạnh Tử 孟子) giàu sang không làm động nổi lòng. <br>3. Tà. Như dâm bằng 淫朋 bạn bất chính, dâm từ 淫祠 đền thờ dâm thần. <br>4. Dâm dục trai gái giao tiếp vô lễ gọi là dâm. Như dâm đãng 淫蕩, dâm loạn 淫亂, v.v. <br>5. Sao đi lạc lối thường.<br>"
