character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
湓,"氵, 八, 刀, 皿","flowing of water, name of a river",pén,"湓
├── 氵
└── 盆
    ├── 分
    │   ├── 八
    │   └── 刀
    └── 皿",⿰氵⿱⿱八刀皿,,,,,4880,bồn, 1. Sông Bồn.<br>
妩,"女, 一, 尢","flatter, to please",wǔ,"妩
├── 女
└── 无",⿰女⿱一尢,,,,,4881,vũ," 1. Ðẹp, làm cho yêu dấu. Tả cái vẻ mềm mại đáng yêu của con gái.<br>"
谰,"讠, 门, 柬",to make a false charge,lán,"谰
├── 讠
└── 阑
    ├── 门
    └── 柬
        ├── 木
        └── 64052
            ├── 90012
            │   ├── 口
            │   └── 丨
            └── 丷",⿰讠⿵门柬,,,,,4882,lan," 1. Nói vu khống cho người, nói man.<br>"
腆,"月, 八","make strong (as liquors), virtuous",tiǎn,"腆
├── 月
└── 典
    ├── 曲
    │   ├── 井
    │   │   ├── 10001
    │   │   │   └── 丨
    │   │   └── 二
    │   └── 凵
    └── 八",⿰月⿱&CDP-89E0;八,,,,,4883,thiển|điến," 1. Hậu, đầy đặn. Vật gì không được đầy đủ là bất thiển 不腆. <br>2. Khéo, hay. <br>3. Chủ, cũng như chữ chủ 主. Ta quen đọc chữ điến.<br>"
淠,"氵, 田, 一, 丿, 丨",luxuriant (of water plants),pì,"淠
├── 氵
└── 畀
    ├── 田
    └── 丌
        ├── 一
        └── 10001
            └── 丨",⿰氵⿱田⿱一⿰丿丨,,,,,4884,#N/A,#N/A
烨,"火, 亻, 乚, 丿, 十","variant of 燁|烨[ye4], blaze of fire, glorious, variant of 燁|烨[ye4]",yè,"烨
├── 火
└── 华
    ├── 化
    │   ├── 亻
    │   └── 匕
    └── 十",⿰火⿱⿰亻⿻乚丿十,,,,,4885,diệp, 1. Tục dùng như chữ diệp 爗.<br>
飕,"几, 㐅, 臼, 丨, 又","to blow (as of wind), sound of wind, sough",sōu,"飕
├── 风
└── 叟
    ├── 37689
    │   ├── 臼
    │   └── 丨
    └── 又",⿺⿵几㐅⿱⿻臼丨又,,,,,4886,sưu, 1. Sưu sưu 颼颼 tiếng gió vù vù.<br>
蜈,"虫, 口, 一, 大",centipede,wú,"蜈
├── 虫
└── 吴
    ├── 口
    └── 天
        ├── 一
        └── 大",⿰虫⿱口⿱一大,,,,,4887,ngô, 1. Ngô công 蜈蚣 con rết.<br>
刽,"人, 二, 厶, 刂","to amputate, to cut off, also pr. [kuai4]",guì,"刽
├── 会
│   ├── 人
│   └── 云
│       ├── 二
│       └── 厶
└── 刂",⿰⿱人⿱二厶刂,,,,,4888,quái," 1. Chặt, chém, kẻ chém tù bị xử tử gọi là quái tử thủ 劊死手.<br>"
萑,"艹, 隹","Grass used for making mats, huanpu, place famous for robbers",huán,"萑
├── 艹
└── 隹",⿱艹隹,① it's a difficult life 隹 weaving grass 艹 to mats ② place where robbers rob your money as easily as birds 隹 pick grass 艹,,,,4889,hoàn|chuy," 1. Cỏ hoàn, cỏ lau. <br>2. Một âm là chuy. Cỏ bượp, cỏ mọc nhiều. <br>3. Cỏ ích mẫu.<br>"
缬,"纟, 士, 口, 页","knot, tie a knot",xié,"缬
├── 纟
└── 颉
    ├── 吉
    │   ├── 士
    │   └── 口
    └── 页",⿰纟⿰⿱士口页,,,,,4890,#N/A,#N/A
赊,"贝, 人, 示","to buy or sell on credit, distant, long (time), to forgive",shē,"赊
├── 贝
└── 佘
    ├── 人
    └── 示",⿰贝⿱人示,,,,,4891,xa," 1. Mua chịu trả dần. <br>2. Xa xôi. <br>3. Lâu dài. Trải qua một hồi đã lâu đã xa, gọi là xa. <br>4. Xa xỉ.<br>"
疣,"疒, 尢, 丶","Wart, tumor, goiter, papule",yóu,"疣
├── 疒
└── 尤
    ├── 尢
    └── 丶",⿸疒⿺尢丶,① sickness 疒 of the dog 尤,,,,4892,vưu," 1. Cái bướu, thịt thừa mọc ở ngoài da gọi là chuế vưu 贅疣.<br>"
泯,"氵, 民","variant of 泯[min3], to vanish, to die out, to obliterate",mǐn,"泯
├── 氵
└── 民",⿰氵民,,,,,4893,mẫn|dân|miến," 1. Hết. Như mẫn một 泯沒 tiêu diệt hết, cũng đọc là chữ dân. <br>2. Một âm là miến. Lẫn lộn.<br>"
氟,"气, 弓, 丿, 丨",fluorine (chemistry),fú,"氟
├── 气
└── 弗
    ├── 弓
    └── 10001
        └── 丨",⿹气⿻弓⿰丿丨,,,,,4894,#N/A,#N/A
痈,"疒, 冂, 二, 丨",carbuncle,yōng,"痈
├── 疒
└── 用",⿸疒⿵冂⿻二丨,,,,,4895,ung," 1. Ung thư 癰疽 nhọt, nhọt sưng đỏ là ung 癰, không sưng đỏ là thư 疽.<br>"
獾,"犭, 艹, 口, 隹","variant of 獾[huan1], badger, variant of 獾[huan1]",huān,"獾
├── 犭
└── 雚
    ├── 艹
    └── 𨾴
        ├── 吅
        │   └── 口
        └── 隹",⿰犭⿱艹⿱⿰口口隹,,,,,4896,hoan, 1. Cũng như chữ hoan 貛.<br>
仞,"亻, 刀, 丿",(measure),rèn,"仞
├── 亻
└── 刃
    ├── 刀
    └── 丶",⿰亻⿹刀丿,,,,,4897,nhận," 1. Nhận, nhà Chu định tám thước là một nhận (chừng sáu thước bốn tấc tám phân bây giờ).<br>"
蠊,"虫, 广, 丷, 一, ⺺",cockroach,lián,"蠊
├── 虫
└── 廉
    ├── 广
    └── 兼
        ├── 䒑
        │   ├── 丷
        │   └── 一
        └── 37471
            ├── 99948
            │   ├── 10001
            │   │   └── 丨
            │   └── 八
            └── ⺕",⿰虫⿸广⿱⿱丷一⿻⺺&CDP-8CB5;,,,,,4898,liêm, 1. Phỉ liêm 蜚鐮. Xem chữ phỉ 蜚.<br>
讣,"讠, 卜","Obituary, give notice of death",fù,"讣
├── 讠
└── 卜",⿰讠卜,① fortunetelling 卜 pronouncing 言 the death of someone,,,,4899,phó, 1. Báo tin có tang. Ta gọi là cáo phó 告訃.<br>
葺,"艹, 口, 耳",to repair,qì,"葺
├── 艹
└── 咠
    ├── 口
    └── 耳",⿱艹⿱口耳,,,,,4900,tập," 1. Tu bổ lại. Lấy cỏ lấy lá giọi lại mái nhà gọi là tập. Sửa sang lại nhà cửa cũng gọi là tập. <br>2. Chồng chất, họp lại.<br>"
馗,"九, 丷, 一, 自","cheekbone, crossroads, high",kuí,"馗
├── 九
│   ├── 丿
│   └── ㇈
└── 首",⿺九⿱⿱丷一自,,,,,4901,#N/A,#N/A
柚,"木, 由","Pomelo, grapefruit, citron, teak, teak tree",yòu,"柚
├── 木
└── 由
    ├── 37024
    │   ├── 二
    │   └── 丨
    └── 凵",⿰木由,① tree 木 sprouting in the field 由,,,,4902,dữu|trục," 1. Cây dữu (cây quýt quả nhỏ). Một thứ cây có quả ăn được. <br>2. Một âm là trục. Cái thoi, đồ dùng để dệt.<br>"
憩,"丿, 十, 口, 自, 心","Rest, take rest",qì,"憩
├── 37927
│   ├── 舌
│   └── 自
└── 心",⿱⿰⿱⿱丿十口自心,① heart 心 tongue 舌 and nose 自 all rest at the same time,,,,4903,khế, 1. Nghỉ ngơi. Như sảo khế 稍憩 nghỉ một chút.<br>
罂,"贝, 缶","variant of 罌|罂[ying1], earthen jar with small mouth",yīng,"罂
├── 37410
│   └── 贝
└── 缶",⿱⿰贝贝缶,,,,,4904,anh," 1. Cái bình phình giữa, miệng nhỏ bụng to.<br>"
魍,"鬼, 冂, 丷, 一, 丶, ⼖","elf, sprite",wǎng,"魍
├── 鬼
└── 罔
    ├── 冂
    └── 37704
        ├── 䒑
        │   ├── 丷
        │   └── 一
        └── 亡
            ├── 匸
            └── 丶",⿺鬼⿵冂⿱⿱丷一⿱丶⼖,,,,,4905,võng, 1. Võng lượng 魍魎 giống yêu quái ở gỗ đá. Có khi viết là 罔兩. Còn viết là 罔閬.<br>
暌,"日, 癶, 一, 大","in opposition to, separated from",kuí,"暌
├── 日
└── 癸
    ├── 癶
    └── 天
        ├── 一
        └── 大",⿰日⿱癶⿱一大,,,,,4906,khuê," 1. Trái, khuê vi 暌違 xa cách.<br>"
颦,"止, 𣥂, 页, 白, 丿, 十","to scowl, to knit the brows",pín,"颦
├── 频
│   ├── 步
│   │   ├── 止
│   │   └── 𣥂
│   │       ├── 小
│   │       └── 丿
│   └── 页
└── 卑
    ├── 55163
    │   ├── 甲
    │   │   ├── 冂
    │   │   └── 37024
    │   │       ├── 二
    │   │       └── 丨
    │   └── 丶
    └── 十",⿱⿰⿱止𣥂页⿱⿻白丿十,,,,,4907,tần, 1. Nhăn mày. Tả cái vẻ con gái đẹp gọi là tần tiếu 顰笑.<br>
柑,"木, 甘","Tangerine, loose-skinned orange",gān,"柑
├── 木
└── 甘",⿰木甘,① tree 木 with sweet 甘 fruit,,,,4908,cam, 1. Cây cam. <br>2. Cùng nghĩa với chữ cam 鉗.<br>
楔,"木, 二, 一, 丨, 刀, 大","to wedge, wedge",xiē,"楔
├── 木
└── 契
    ├── 㓞
    │   ├── 丰
    │   │   ├── 三
    │   │   │   ├── 一
    │   │   │   └── 二
    │   │   └── 丨
    │   └── 刀
    └── 大",⿰木⿱⿰⿻⿻二一丨刀大,,,,,4909,tiết," 1. Cái bạo cửa, cái ngạch cửa. <br>2. Lấy vật này kéo vật kia ra gọi là tiết. Như các tiểu thuyết mở đầu thường nói là tiết tử 楔子 là do nghĩa đó. <br>3. Chống đỡ. <br>4. Cái nêm, một cái đồ giúp thêm sức mạnh trong môn trọng học, trên bằng phẳng mà dầy, dưới dẹt mà nhọn, để cho dễ phá vỡ đuợc mọi vật.<br>"
璨,"王, 歺, 又, 米","gem, luster of gem",càn,"璨
├── 王
└── 粲
    ├── 𣦼
    │   ├── 歺
    │   └── 又
    └── 米",⿰王⿱⿰歺又米,,,,,4910,xán, 1. Thôi xán 璀璨 ánh sáng ngọc.<br>
樯,"木, 土, 丷, 囗, 口","boom, mast, variant of 檣|樯[qiang2]",qiáng,"樯
├── 木
└── 啬
    ├── 37330
    │   ├── 土
    │   └── 丷
    └── 回
        └── 囗",⿰木⿱⿻土丷⿴囗口,,,,,4911,tường, 1. Cái cột buồm.<br>
跎,"口, 止, 宀, 匕","to stumble, to waste time",tuó,"跎
├── ⻊
└── 它
    ├── 宀
    └── 匕",⿰⿱口止⿱宀匕,,,,,4912,đà," 1. Tha đà 蹉跎 lần lữa, lỡ thời. Như tha đà tuế nguyệt 蹉跎歲月 lần lữa năm tháng, nói kẻ không cố gắng, cứ lần lữa ngày qua tháng lại không làm được việc gì vậy.<br>"
祎,"礻, 韦","excellent, precious, rare, fine, (used in given names)",yī,"祎
├── 礻
└── 韦",⿰礻韦,,,,,4913,#N/A,#N/A
樾,"木, 土, 龰, 匚, 戈",shade of trees,yuè,"樾
├── 木
└── 越
    ├── 走
    └── 戉
        ├── 匚
        └── 戈",⿰木⿺⿱土龰⿻匚戈,,,,,4915,việt," 1. Chỗ bóng rợp cuả hai cây rủ xuống gọi là việt, chịu để cho người ta che chở cho gọi là việt ấm 樾蔭, kinh Phật gọi người bố thí cầu cho qua bể khổ gọi là đàn việt 檀越, cũng có khi viết chữ việt này 樾.<br>"
椽,"木, 彑, 𧰨","beam, rafter, classifier for rooms",chuán,"椽
├── 木
└── 彖
    ├── 彑
    └── 𧰨
        ├── 勿
        │   ├── 勹
        │   └── 37125
        │       └── ㇒
        └── 90011
            └── 冫",⿰木⿱彑𧰨,,,,,4916,chuyên, 1. Cái đòn tay.<br>
苓,"艹, 人, 丶, 厶","fungus, tuber",líng,"苓
├── 艹
└── 令
    ├── 亽
    │   ├── 人
    │   └── 丶
    └── 龴
        └── 厶",⿱艹⿱⿱人丶厶,,,,,4917,linh," 1. Phục linh 茯苓 một loài thực vật như loài nấm, dùng làm thuốc. <br>2. Trư linh 豬苓 cũng là một loài nấm, mọc ở cây phong, từng hòn đen đen như phân lợn, nên gọi là trư linh, dùng làm thuốc.<br>"
涠,"氵, 囗, 韦",still water,wéi,"涠
├── 氵
└── 围
    ├── 囗
    └── 韦",⿰氵⿴囗韦,,,,,4918,#N/A,#N/A
隰,"阝, 日, 幺, 灬","low, marshy land, surname Xi","xí, Xí","隰
├── 阝
└── 㬎
    ├── 日
    └── 𢇁
        ├── 𢆶
        │   └── 幺
        └── 灬",⿰阝⿱日⿱⿰幺幺灬,,,,,4919,thấp," 1. Chỗ trũng, nơi đất thấp ướt. <br>2. Ruộng mới vỡ.<br>"
萱,"艹, 宀, 一, 日","orange day-lily (Hemerocallis flava), old variant of 萱[xuan1], old variant of 萱[xuan1], old variant of 萱[xuan1], old variant of 萱[xuan1]",xuān,"萱
├── 艹
└── 宣
    ├── 宀
    └── 亘
        ├── 一
        └── 旦
            ├── 日
            └── 一",⿱艹⿱宀⿱一⿱日一,,,,,4920,huyên," 1. Cỏ huyên. Một tên là vong ưu 忘憂, lại gọi là nghi nam 宜男 hoa lá đều ăn được cả. Kinh Thi 詩經 có câu yên đắc huyên thảo, ngôn thụ chi bối 焉得萱草，言樹之背 sao được cỏ huyên, ở sau nhà phía bắc, tức là hoa này vậy. Nhà phía bắc là chỗ đàn bà ở, vì thế gọi mẹ là huyên đường 萱堂.<br>"
旆,"方, 丿, 一, 巾","pennant, streamer",pèi,"旆
├── 方
└── 38217
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── 巿
        ├── 十
        └── 巾",⿰方⿱⿰丿一⿻一巾,,,,,4921,bái," 1. Một thứ cờ diểm điểm nhiều mùi sặc sỡ như cánh chim đuôi chim. Ðời xưa đi xe đi thuyền đều cắm một cái bái lên trên, vì thế nên dùng để nói về người đi. Như phản bái 返旆 trở về. <br>2. Bái bái 旆旆 lòng thòng, tả cái dáng rủ xuống.<br>"
蜿,"虫, 宀, 夕, 㔾",to move (as snake),wān,"蜿
├── 虫
└── 宛
    ├── 宀
    └── 夗
        ├── 夕
        └── 㔾",⿰虫⿱宀⿰夕㔾,,,,,4922,uyển, 1. Uyển duyên 蜿蜒 rắn bò ngòng ngoèo. <br>2. Chỗ nào địa thế quanh co cũng gọi là uyển duyên 蜿蜒.<br>
胝,"月, 氏, 丶",callous,zhī,"胝
├── 月
└── 氐
    ├── 氏
    └── 丶",⿰月⿱氏丶,,,,,4924,chi|đê," 1. Biền chi 胼胝 da dày, chai. Như thủ túc biền chi 手足胼胝 chân tay chai cộp, nghĩa là làm ăn vất vả da chân da tay thành chai ra. Ta quen đọc là chữ đê.<br>"
鹆,"谷, 一",mynah,yù,"鹆
├── 谷
└── 鸟",⿰谷⿹&CDP-8964;一,,,,,4925,dục, 1. Xem chữ cù 鴝 trong cù dục 鴝鵒.<br>
滁,"氵, 阝, 人, 一, 朩",name of a river in Anhui,Chú,"滁
├── 氵
└── 除
    ├── 阝
    └── 余
        ├── 人
        └── 37526
            ├── 干
            └── 小",⿰氵⿰阝⿱⿱人一朩,,,,,4926,trừ, 1. Sông Trừ.<br>
锨,"钅, 斤, 欠",shovel,xiān,"锨
├── 钅
└── 欣
    ├── 斤
    └── 欠",⿰钅⿰斤欠,,,,,4927,#N/A,#N/A
馄,"饣, 日, 比",Chinese ravioli,hún,"馄
├── 饣
└── 昆
    ├── 日
    └── 比",⿰饣⿱日比,,,,,4928,hồn, 1. Xem chữ đồn 飩 ở trên.<br>
婀,"女, 阝, 一, 亅, 口","variant of 婀[e1], graceful, willowy, unstable",ē,"婀
├── 女
└── 阿
    ├── 阝
    └── 可
        ├── 丁
        │   ├── 一
        │   └── 亅
        └── 口",⿰女⿰阝⿹⿱一亅口,,,,,4929,a," 1. A na 婀娜 xinh đẹp, thướt tha, mũm mĩm, mềm mại.<br>"
匐,"勹, 一, 口, 田",to fall prostrate,fú,"匐
├── 勹
└── 畐
    ├── 一
    └── 37617
        ├── 口
        └── 田",⿹勹⿱⿱一口田,,,,,4930,bặc, 1. Bồ bặc 匍匐 bò lổm ngổm. Xem chữ bổ 匍 ở trên.<br>
凼,"凵, 水","pool, pit, ditch, cesspit",dàng,"凼
├── 凵
└── 水",⿶凵水,,,,,4931,#N/A,#N/A
樗,"木, 雨, 一, ㇉",simaroubaceae,chū,"樗
├── 木
└── 雩
    ├── 雨
    └── 亏
        ├── 二
        └── ㇉",⿰木⿱雨⿱一⿱一㇉,,,,,4932,xư," 1. Cây xư, cây gỗ không dùng được việc gì, nên bây giờ tự nói nhún mình là xư tài 樗材 kẻ vô tài.<br>"
胨,"月, 东",see 蛋白腖|蛋白胨[dan4 bai2 dong4],dòng,"胨
├── 月
└── 东
    ├── 七
    │   ├── 乚
    │   └── 一
    └── 小",⿰月东,,,,,4933,#N/A,#N/A
畲,"人, 示, 田","cultivated field, She ethnic group","yú, Shē","畲
├── 佘
│   ├── 人
│   └── 示
└── 田",⿱⿱人示田,,,,,4934,dư," 1. Ruộng ngon, ruộng khai khẩn tới hai năm rồi gọi là dư.<br>"
霰,"雨, 十, 丨, 一, ⺆, 冫, 攵","Hail, sleet",xiàn,"霰
├── 雨
└── 散
    ├── 38239
    │   ├── 龷
    │   │   ├── 艹
    │   │   └── 一
    │   └── 月
    └── ⺙",⿱雨⿰⿱⿱⿻十丨一⿵⺆冫攵,① type of rain 雨 that beats the flesh 散,,,,4935,tản," 1. Hạt tuyết, lúc giọt mưa đang rơi xuống, gặp không khí lạnh xuống dưới độ băng, đóng thành từng viên tỏa xuống gọi là tản.<br>"
臬,"自, 木","guidepost, rule, standard, limit, target (old)",niè,"臬
├── 自
└── 木",⿱自木,,,,,4936,nghiệt|niết, 1. Cái ngưỡng cửa. <br>2. Phép. Như khuê nghiệt 圭臬 cái đồ lường bóng mặt trời để biết cao thấp. Vì thế nên khuôn phép để noi mà làm việc gọi là khuê nghiệt. Về bên tòa án gọi là nghiệt ti 臬司 cũng là noi nghĩa ấy cả. Ta quen đọc là chữ niết.<br>
肓,"丶, ⼖, 月",region between heart and diaphragm,huāng,"肓
├── 亡
│   ├── 匸
│   └── 丶
└── 月",⿱⿱丶⼖月,,,,,4937,hoang, 1. Chỗ dưới tim trên hoành cách mô gọi là hoang. Bệnh nặng gọi là bệnh nhập cao hoang 病入膏肓.<br>
硎,"石, 一, 廾, 刂",whetstone,xíng,"硎
├── 石
└── 刑
    ├── 开
    │   ├── 一
    │   └── 廾
    └── 刂",⿰石⿰⿱一廾刂,,,,,4938,hình, 1. Hòn đá mài dao. <br>2. Tân phát ư hình 新發於硎 nói dụ tuổi trẻ mới ra đời tiến mạnh không sợ gì.<br>
墉,"土, 广, 肀, 月","fortified wall, city wall",yōng,"墉
├── 土
└── 庸
    ├── 广
    └── 37846
        ├── ⺺
        └── 用",⿰土⿸广⿻肀月,,,,,4939,dong," 1. Cái thành nhỏ. Ðắp đất làm tường vách cũng gọi là dong, chỗ tường phía bắc trong nhà cũng gọi là dong.<br>"
鹳,"艹, 口, 隹, 一","crane, stork",guàn,"鹳
├── 雚
│   ├── 艹
│   └── 𨾴
│       ├── 吅
│       │   └── 口
│       └── 隹
└── 鸟",⿰⿱艹⿱⿰口口隹⿹&CDP-8964;一,,,,,4940,quán," 1. Chim khoang, chim quán. Giống con hạc mà đầu không đỏ, cổ dài, mỏ dài, suốt mình màu tro, đuôi và cánh đen, làm tổ ở trên cây cao.<br>"
槎,"木, 羊, 工","a raft made of bamboo or wood, to fell trees, to hew",chá,"槎
├── 木
└── 差
    ├── 羊
    └── 工",⿰木⿸羊工,,,,,4941,tra," 1. Chặt, chặt ngang, phát cây, bổ cây. <br>2. Cái bè.<br>"
殇,"歹, 丿, 一, 𠃓","to die in childhood, war dead",shāng,"殇
├── 歹
└── 37377
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── 𠃓
        ├── ㇎
        └── 37125
            └── ㇒",⿰歹⿱⿰丿一𠃓,,,,,4942,thương," 1. Chết non, từ 16 tuổi đến 19 tuổi mà chết gọi là trưởng thương 長殤, từ 12 tuổi đến 15 tuổi chết gọi là trung thương 中殤, từ 8 tuổi đến 11 tuổi chết gọi là hạ thương 下殤, bảy tuổi trở xuống gọi là vô phục chi thương 無服之殤 cái thương, không phải để tang.<br>"
旖,"方, 丿, 一, 大, 亅, 口",fluttering of flag,yǐ,"旖
├── 方
└── 65397
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── 奇
        ├── 大
        └── 可
            ├── 丁
            │   ├── 一
            │   └── 亅
            └── 口",⿰方⿱⿰丿一⿱大⿹⿱一亅口,,,,,4943,y, 1. Y nỉ 旖旎 cờ bay phấp phới. <br>2. Thướt tha. <br>3. Mây mù.<br>
钭,"钅, 斗","a wine flagon, surname Tou","tǒu, Tǒu","钭
├── 钅
└── 斗",⿰钅斗,,,,,4944,#N/A,#N/A
罅,"缶, 虍, 乎","crack, grudge",xià,"罅
├── 缶
└── 虖
    ├── 虍
    └── 乎
        ├── ㇒
        └── 38259
            ├── 𠂇
            │   └── 十
            └── 丷",⿰缶⿸虍乎,,,,,4945,há," 1. Chỗ nứt, đồ sành có chỗ nứt nẻ gọi là há. <br>2. Sự gì có chỗ hở để xen vào được cũng gọi là há.<br>"
蹩,"丷, 巾, 八, 攵, 口, 龰","to limp, to sprain (an ankle or wrist), to move carefully, as if evading a danger, to scurry",bié,"蹩
├── 敝
│   ├── 㡀
│   │   ├── 巾
│   │   └── 37036
│   │       ├── 冫
│   │       └── 90011
│   │           └── 冫
│   └── ⺙
└── 足",⿱⿰⿻丷⿻巾八攵⿱口龰,,,,,4946,biệt, 1. Khiễng chân.<br>
嵬,"山, 鬼",rocky,wéi,"嵬
├── 山
└── 鬼",⿱山鬼,,,,,4947,ngôi," 1. Thôi ngôi 崔嵬 cao ngất. <br>2. Núi đá lẫn đất cũng gọi là thôi ngôi. <br>3. Nhà Tống gọi cái bình rượu là ngôi. Quân hầu thân của ông Hàn Thế Chung, ông Nhạc Phi 岳飛 đều gọi bối ngôi quân 背嵬軍 nghĩa là quân vác bình rượu hầu tướng vậy.<br>"
馊,"饣, 臼, 丨, 又","rancid, soured (as food)",sōu,"馊
├── 饣
└── 叟
    ├── 37689
    │   ├── 臼
    │   └── 丨
    └── 又",⿰饣⿱⿻臼丨又,,,,,4948,sưu," 1. Meo chua, ôi, thiu. Đồ ăn để lâu sinh ra meo chua gọi là sưu.<br>"
褫,"衤, 𠂆, 虍, 几","to strip, to deprive of, to discharge, to dismiss, to undress",chǐ,"褫
├── 衤
└── 虒
    ├── ⺁
    └── 虎",⿰衤⿸𠂆⿸虍几,,,,,4949,sỉ," 1. Lột áo, cổi áo ra. <br>2. Cách chức. Học trò bị cách, lột mất áo lễ đi gọi là sỉ cách 褫革, quan bị cách chức gọi là sỉ chức 褫職 nghĩa là bị bóc bị lột mất phẩm phục vậy. <br>3. Cướp, mất cả thần trí gọi là sỉ khí 褫氣 hay là sỉ phách 褫魄, v.v.<br>"
巽,"巳, 十, 丨, 一, 八","South-east, mild, modest, obedient, subservient, submissive",xùn,"巽
├── 37142
│   └── 巳
└── 共
    ├── 龷
    │   ├── 艹
    │   └── 一
    └── 八",⿱⿰巳巳⿱⿱⿻十丨一八,① two persons kneeling ⺋⺋ (→ 己己) together 共: subservient,,,,4951,tốn," 1. Quẻ tốn, là một quẻ trong bát quái 八卦 nghĩa là nhún thuận. <br>2. Nhường, cùng nghĩa với chữ tốn 遜.<br>"
衹,"衤, 氏",robe of a Buddhist monk or nun,qí,"衹
├── 衤
└── 氏",⿰衤氏,,,,,4952,#N/A,#N/A
芾,"艹, 一, 巾","see 蔽芾[bi4 fei4], luxuriance of vegetation","fèi, fú","芾
├── 艹
└── 巿
    ├── 十
    └── 巾",⿱艹⿻一巾,,,,,4953,phất, 1. Cùng nghĩa với chữ tế 蔽. <br>2. Tế phất 蔽芾 mậu thịnh.<br>
抻,"扌, 申","to pull, to stretch, to draw sth out",chēn,"抻
├── 扌
└── 申
    ├── 日
    └── 丨",⿰扌申,,,,,4954,#N/A,#N/A
掬,"扌, 勹, 米","To grasp or hold with both hands, scoop up water with the hand",jū,"掬
├── 扌
└── 匊
    ├── 勹
    └── 米",⿰扌⿹勹米,① hand 扌 grasping a handful 匊,,,,4955,cúc," 1. Chét, hai tay chét lại với nhau gọi là cúc. <br>2. Rút lấy, lượm lấy. Như tiếu dong khả cúc 笑容可掬 dáng cười xinh có thể lượm lấy được.<br>"
茬,"艹, 土","stubble land after crop has been taken, a second crop obtained by rotation of land, an opportunity",chá,"茬
├── 艹
└── 在
    ├── 𠂇
    │   └── 十
    └── 37321
        ├── 亻
        └── 土",⿱艹⿸&CDP-88F1;土,,,,,4956,#N/A,#N/A
芨,"艹, 及","Bletilla hyacinthina (mucilaginous), Acronym for the Chinese Elder tree 菫草",jí,"芨
├── 艹
└── 及
    ├── 乃
    │   ├── ㇎
    │   └── 丿
    └── ㇏",⿱艹及,,,,,4957,cập," 1. Bạch cập 白芨 cây bạch cập, dùng làm thuốc hồ trát.<br>"
闶,"门, 亠, 几","in 閌閬|闶阆, open space in a structure",kāng,"闶
├── 门
└── 亢
    ├── 亠
    └── 几",⿵门⿱亠几,,,,,4958,#N/A,#N/A
鞣,"革, 矛, 木","suede, chamois, tannin, to tan",róu,"鞣
├── 革
└── 柔
    ├── 矛
    └── 木",⿰革⿱矛木,,,,,4959,#N/A,#N/A
诶,"讠, 厶, 丿, 一, 大","hey (to call sb), hey (to express surprise), hey (to express disagreement), hey (to express agreement), sigh (to express regret)","ēi, éi, ěi, èi, xī","诶
├── 讠
└── 矣
    ├── 厶
    └── 矢",⿰讠⿱厶⿱⿰丿一大,,,,,4960,#N/A,#N/A
瘪,"疒, 自, 人, 㔾","variant of 癟|瘪[bie3], deflated, shriveled, sunken, empty",biě,"瘪
├── 25310
│   ├── 疒
│   └── 自
└── 仑
    ├── 人
    └── 匕",⿸疒⿱自⿱人㔾,,,,,4961,biết|tất, 1. Khẳng kheo. Tục đọc là chữ tất.<br>
睽,"目, 癶, 一, 大","separated, stare",kuí,"睽
├── 目
└── 癸
    ├── 癶
    └── 天
        ├── 一
        └── 大",⿰目⿱癶⿱一大,,,,,4962,khuê," 1. Ngang trái, ngang trái không thân với nhau gọi là khuê. <br>2. Khuê khuê 睽睽 nhìn trừng trừng, dương mắt.<br>"
钌,"钅, 乛, 亅","ruthenium (chemistry), see 釕銱兒|钌铞儿[liao4 diao4 r5], Taiwan pr. [liao3]","liǎo, liào","钌
├── 钅
└── 了
    ├── ㇇
    └── 亅",⿰钅⿱乛亅,,,,,4963,#N/A,#N/A
饫,"饣, 丿, 大",full (as of eating),yù,"饫
├── 饣
└── 夭
    ├── ㇒
    └── 大",⿰饣⿱丿大,,,,,4965,ứ|ốc," 1. No nê, ăn uống chán thích. Ta quen đọc là chữ ốc. <br>2. Đứng mà ăn uống. <br>3. Ăn uống riêng. <br>4. Cho.<br>"
阌,"门, 爫, 冖, 又","wen xiang, Henan province",wén,"阌
├── 门
└── 受
    ├── 37333
    │   ├── 爫
    │   └── 冖
    └── 又",⿵门⿱⿱爫冖又,,,,,4966,văn," 1. Văn hương 閿鄉 tên huyện, nay thuộc tỉnh Hà Nam 河南. Nguyên viết là 閺.<br>"
龌,"齿, 尸, 一, 厶, 土","dirty, small-minded",wò,"龌
├── 齿
└── 屋
    ├── 尸
    └── 至",⿰齿⿸尸⿱⿱一厶土,,,,,4967,ác, 1. Ác xúc 齷齪. Xem chữ xúc 齪.<br>
臊,"月, 口, 木","smell of urine, shame, bashfulness, to shame, to humiliate","sāo, sào","臊
├── 月
└── 喿
    ├── 品
    │   └── 口
    └── 木",⿰月⿱⿱口⿰口口木,,,,,4968,tao|táo, 1. Mùi thịt tanh hôi. <br>2. Thẹn đỏ mặt. Ta quen đọc là chữ táo.<br>
